FID,lon,lat,uu01,vv01,speed,speed_1
2952,112.788536,41.73067,0.04,0,0,0
2953,112.98098,41.721413,0.08,0,0,0
2954,113.17336,41.711864,0.1,0,0,0
2955,113.36552,41.70201,0.16,0,0,0
2956,113.55798,41.69187,0.17,0,0,0
2957,113.750145,41.681423,0.16,0,0,0
2958,113.94228,41.670692,0.11,0,0,0
2959,114.134605,41.659668,0.05,0,0,0
2960,114.326584,41.648346,0.02,0,0,0
2961,114.518654,41.63673,0.01,0,0,0
2962,114.710526,41.624825,0.02,0,0,0
2963,114.90249,41.612625,0.03,0,0,0
2964,115.09436,41.600136,0.07,0,0,0
2965,115.28621,41.587353,0.09,0,0,0
2966,115.47801,41.574276,0.26,0,0,0
2967,115.66953,41.560913,0.25,0,0,0
2968,115.86114,41.547253,0.2,0,0,0
2969,116.05282,41.533318,0.18,0,0,0
2970,116.24413,41.519077,0.16,0,0,0
2971,116.4356,41.50455,0.17,0,0,0
2972,116.626884,41.489746,0.17,0,0,0
2973,116.81809,41.474644,0.01,0,0,0
2974,117.00931,41.45926,0.01,0,0,0
2975,117.200294,41.443584,0.01,0,0,0
2976,117.39131,41.42762,0.01,0,0,0
2977,117.5822,41.411373,0.01,0,0,0
2978,117.77295,41.394848,0.01,0,0,0
2979,117.963615,41.37802,0.01,0,0,0
2980,118.15426,41.36092,0.02,0,0,0
2981,118.34479,41.343533,0.02,0,0,0
2982,118.53523,41.32586,0.02,0,0,0
2983,118.725555,41.30791,0.02,0,0,0
2984,118.91573,41.289684,0.02,0,0,0
2985,119.10579,41.27116,0.02,0,0,0
2986,119.29579,41.252365,0.02,0,0,0
2987,119.48567,41.233284,0.02,0,0,0
2988,119.67547,41.213924,0.02,0,0,0
2989,119.86514,41.19429,0.02,0.01,26.57852536,26.57852536
2990,120.05466,41.17437,0.02,0.01,26.57852536,26.57852536
2991,120.24408,41.154175,0.02,0.01,26.57852536,26.57852536
2992,120.4334,41.133705,0.03,0.02,33.70715562,33.70715562
2993,120.6225,41.11295,0.03,0.02,33.70715562,33.70715562
2994,120.8116,41.09193,0.03,0.02,33.70715562,33.70715562
2995,121.18932,41.04905,0.03,0.02,33.70715562,33.70715562
2996,121.37796,41.027206,0.03,0.02,33.70715562,33.70715562
2997,121.56653,41.005077,0.03,0.03,45.02282465,45.02282465
2998,121.754944,40.982677,0.03,0.04,53.15705071,53.15705071
2999,121.94314,40.960014,0.03,0.04,53.15705071,53.15705071
3000,122.131256,41.98155,0.03,0.04,53.15705071,53.15705071
3001,122.31929,41.985775,0.04,0.05,51.36623224,51.36623224
3002,122.50706,41.9897,0.04,0.05,51.36623224,51.36623224
3003,122.69477,41.99332,0.04,0.06,56.33849369,56.33849369
3004,109.89722,41.972412,2.05,0.16,4.465082078,4.465082078
3005,110.09279,41.9673,3.32,0.04,0.690627316,0.690627316
3006,110.286674,41.961884,4.28,0,0,0
3007,110.4801,41.956177,4.91,0,0,0
3008,110.67261,41.950165,5.13,0,0,0
3009,110.8657,41.943863,5.07,0,0,0
3010,111.05759,41.93725,5.22,0,0,0
3011,111.251015,41.93034,5.64,0,0,0
3012,111.44456,41.92313,5.53,0,0,0
3013,111.637215,41.91563,5.12,0,0,0
3014,111.83024,41.90782,4.66,0,0,0
3015,112.02275,41.899723,2.23,0.14,3.594151928,3.594151928
3016,112.21576,41.89132,0.09,0.12,53.15705071,53.15705071
3017,112.40843,41.88261,0.03,0.01,18.4442993,18.4442993
3018,112.601585,41.873623,0.04,0,0,0
3019,112.79456,41.864338,0.05,0,0,0
3020,112.98721,41.854748,0.07,0,0,0
3021,113.18008,41.844856,0.12,0,0,0
3022,113.372665,41.83468,0.15,0,0,0
3023,113.5653,41.8242,0.14,0,0,0
3024,113.75807,41.813435,0.11,0,0,0
3025,113.95062,41.80237,0.06,0,0,0
3026,114.14312,41.791,0.02,0,0,0
3027,114.335625,41.77935,0.02,0,0,0
3028,114.52801,41.767403,0.02,0,0,0
3029,114.7205,41.755157,0.03,0,0,0
3030,114.912834,41.742622,0.06,0,0,0
3031,115.10504,41.72979,0.08,0,0,0
3032,115.297165,41.71667,0.13,0,0,0
3033,115.48938,41.703255,0.22,0,0,0
3034,115.68145,41.689568,0.23,0,0,0
3035,115.87347,41.675564,0.2,0,0,0
3036,116.06541,41.66128,0.19,0,0,0
3037,116.25725,41.646706,0.19,0,0,0
3038,116.44902,41.631836,0.2,0,0,0
3039,116.64066,41.616688,0.01,0,0,0
3040,116.832344,41.601246,0.01,0,0,0
3041,117.02387,41.585518,0.01,0,0,0
3042,117.21535,41.5695,0.01,0,0,0
3043,117.40672,41.553185,0.01,0,0,0
3044,117.597946,41.536606,0.02,0,0,0
3045,117.78914,41.51972,0.02,0,0,0
3046,117.98026,41.502556,0.02,0,0,0
3047,118.17119,41.485115,0.02,0,0,0
3048,118.36216,41.46738,0.02,0,0,0
3049,118.552956,41.449364,0.02,0,0,0
3050,118.74366,41.431057,0.02,0,0,0
3051,118.934204,41.41248,0.02,0,0,0
3052,119.12473,41.39362,0.02,0,0,0
3053,119.31503,41.37447,0.02,0,0,0
3054,119.50533,41.355045,0.03,0,0,0
3055,119.69549,41.335342,0.03,0,0,0
3056,119.88554,41.31535,0.03,0.01,18.4442993,18.4442993
3057,120.075455,41.29508,0.03,0.01,18.4442993,18.4442993
3058,120.26522,41.27454,0.03,0.01,18.4442993,18.4442993
3059,120.454895,41.253723,0.03,0.01,18.4442993,18.4442993
3060,120.644485,41.232613,0.03,0.01,18.4442993,18.4442993
3061,120.83388,41.21124,0.03,0.02,33.70715562,33.70715562
3062,121.023224,41.189587,0.03,0.02,33.70715562,33.70715562
3063,121.21237,41.167667,0.03,0.02,33.70715562,33.70715562
3064,121.40143,41.145462,0.03,0.02,33.70715562,33.70715562
3065,121.59032,41.12299,0.03,0.02,33.70715562,33.70715562
3066,121.77902,41.100235,0.03,0.02,33.70715562,33.70715562
3067,121.9677,42.124866,0.03,0.03,45.02282465,45.02282465
3068,122.15618,42.129105,0.03,0.03,45.02282465,45.02282465
3069,122.344475,42.133053,0.04,0.04,45.02282465,45.02282465
3070,122.53272,42.136677,0.04,0.04,45.02282465,45.02282465
3071,122.72077,42.140015,0.04,0.05,51.36623224,51.36623224
3072,109.89722,42.110565,3.8,0.04,0.603397091,0.603397091
3073,110.09692,42.105133,4.15,0.05,0.690627316,0.690627316
3074,110.28599,42.099407,4.46,0.03,0.385587284,0.385587284
3075,110.4797,42.09337,4.77,0.02,0.240354318,0.240354318
3076,110.67406,42.08704,4.41,0.01,0.129988078,0.129988078
3077,110.86683,42.080402,4.4,0,0,0
3078,111.06072,42.07347,4.79,0,0,0
3079,111.25383,42.06624,5.19,0,0,0
3080,111.446724,42.05871,4.79,0,0,0
3081,111.64068,42.050865,4.63,0,0,0
3082,111.83398,42.042736,3.3,0,0,0
3083,112.027,42.03431,0.47,0,0,0
3084,112.220436,42.02558,0.08,0,0,0
3085,112.41387,42.016563,0.04,0.01,14.04336285,14.04336285
3086,112.60707,42.00722,0.04,0,0,0
3087,112.80023,41.9976,0.04,0,0,0
3088,112.9935,41.987682,0.08,0,0,0
3089,113.18678,41.97747,0.11,0,0,0
3090,113.37962,41.966957,0.12,0,0,0
3091,113.57292,41.95615,0.12,0,0,0
3092,113.76588,41.94504,0.08,0,0,0
3093,113.95899,41.93364,0.03,0,0,0
3094,114.151764,41.92194,0.02,0,0,0
3095,114.34483,41.90995,0.02,0,0,0
3096,114.53764,41.897667,0.03,0,0,0
3097,114.73036,41.885082,0.04,0,0,0
3098,114.923065,41.872208,0.08,0,0,0
3099,115.115814,41.85904,0.09,0,0,0
3100,115.30829,41.845577,0.11,0,0,0
3101,115.50089,41.831825,0.2,0,0,0
3102,115.693375,41.81778,0.24,0,0,0
3103,115.885765,41.80345,0.22,0,0,0
3104,116.078156,41.788826,0.22,0,0,0
3105,116.270355,41.77391,0.22,0,0,0
3106,116.46251,41.758698,0.01,0,0,0
3107,116.65459,41.743202,0.01,0,0,0
3108,116.84668,41.727413,0.01,0,0,0
3109,117.038574,41.711338,0.02,0,0,0
3110,117.23037,41.694977,0.02,0,0,0
3111,117.42212,41.67833,0.02,0,0,0
3112,117.613815,41.661392,0.02,0,0,0
3113,117.80545,41.644165,0.02,0,0,0
3114,117.99687,41.62665,0.02,0,0,0
3115,118.188255,41.608856,0.02,0,0,0
3116,118.379585,41.590782,0.02,0,0,0
3117,118.57078,41.57241,0.02,0,0,0
3118,118.76189,41.553776,0.02,0,0,0
3119,118.95277,41.53484,0.03,0,0,0
3120,119.143684,41.515625,0.03,0,0,0
3121,119.33444,41.496136,0.03,0,0,0
3122,119.525085,41.47636,0.03,0,0,0
3123,119.71562,41.456303,0.03,0,0,0
3124,119.906044,41.435963,0.03,0.01,18.4442993,18.4442993
3125,120.09631,41.415344,0.03,0.01,18.4442993,18.4442993
3126,120.28655,41.394447,0.03,0.01,18.4442993,18.4442993
3127,120.47658,41.37328,0.03,0.01,18.4442993,18.4442993
3128,120.666534,41.35183,0.03,0.02,33.70715562,33.70715562
3129,120.856316,41.3301,0.03,0.02,33.70715562,33.70715562
3130,121.04602,41.308094,0.04,0.02,26.57852536,26.57852536
3131,121.23551,41.28582,0.03,0.02,33.70715562,33.70715562
3132,121.424934,41.263264,0.03,0.02,33.70715562,33.70715562
3133,121.61421,41.240433,0.03,0.02,33.70715562,33.70715562
3134,121.80333,42.26817,0.03,0.02,33.70715562,33.70715562
3135,121.99236,42.272415,0.03,0.02,33.70715562,33.70715562
3136,122.1812,42.27637,0.03,0.03,45.02282465,45.02282465
3137,122.36996,42.28002,0.03,0.03,45.02282465,45.02282465
3138,122.55846,42.28336,0.03,0.03,45.02282465,45.02282465
3139,122.74688,42.28641,0.03,0.04,53.15705071,53.15705071
3140,109.89722,42.253807,4.4,0.04,0.52112056,0.52112056
3141,110.09279,42.24836,4.54,0.06,0.757552912,0.757552912
3142,110.286674,42.242607,4.31,0.08,1.063911996,1.063911996
3143,110.48132,42.236557,4.31,0.06,0.79797408,0.79797408
3144,110.67464,42.2302,3.56,0.03,0.483063066,0.483063066
3145,110.86908,42.223537,3.47,0.01,0.165200813,0.165200813
3146,111.06275,42.216576,3.66,0,0,0
3147,111.25648,42.20932,4.37,0,0,0
3148,111.45037,42.20176,4.36,0,0,0
3149,111.643776,42.193893,4.13,0,0,0
3150,111.837814,42.185734,3.35,0,0,0
3151,112.03144,42.17728,1.17,0,0,0
3152,112.2252,42.16852,0.18,0,0,0
3153,112.41873,42.15946,0.09,0,0,0
3154,112.61255,42.15011,0.04,0.01,14.04336285,14.04336285
3155,112.80624,42.14045,0.03,0,0,0
3156,112.99983,42.13049,0.04,0,0,0
3157,113.193474,42.12023,0.07,0,0,0
3158,113.38686,42.109676,0.09,0,0,0
3159,113.58042,42.098835,0.11,0,0,0
3160,113.77388,42.087692,0.08,0,0,0
3161,113.96724,42.07625,0.05,0,0,0
3162,114.160576,42.064514,0.03,0,0,0
3163,114.35402,42.052475,0.03,0,0,0
3164,114.547134,42.040146,0.03,0,0,0
3165,114.74033,42.027523,0.04,0,0,0
3166,114.93349,42.014603,0.05,0,0,0
3167,115.1266,42.001377,0.07,0,0,0
3168,115.31954,41.987877,0.09,0,0,0
3169,115.51246,41.974075,0.13,0,0,0
3170,115.70541,41.959976,0.14,0,0,0
3171,115.89808,41.94559,0.25,0,0,0
3172,116.09095,41.93092,0.25,0,0,0
3173,116.28348,41.915947,0.25,0,0,0
3174,116.47609,41.900684,0.01,0,0,0
3175,116.668655,41.885136,0.01,0,0,0
3176,116.86099,41.86929,0.02,0,0,0
3177,117.05331,41.853157,0.02,0,0,0
3178,117.245544,41.83674,0.02,0,0,0
3179,117.43776,41.820026,0.02,0,0,0
3180,117.629776,41.803024,0.02,0,0,0
3181,117.82173,41.785744,0.02,0,0,0
3182,118.013695,41.768173,0.02,0,0,0
3183,118.20543,41.750313,0.03,0,0,0
3184,118.397125,41.73217,0.03,0,0,0
3185,118.58873,41.713737,0.03,0,0,0
3186,118.780136,41.69503,0.03,0,0,0
3187,118.97151,41.67603,0.03,0,0,0
3188,119.162834,41.65675,0.03,0,0,0
3189,119.35386,41.63718,0.03,0,0,0
3190,119.54492,41.61734,0.03,0,0,0
3191,119.735916,41.597214,0.03,0,0,0
3192,119.92667,41.576805,0.03,0,0,0
3193,120.11733,41.556114,0.03,0.02,33.70715562,33.70715562
3194,120.30793,41.53515,0.03,0.02,33.70715562,33.70715562
3195,120.49836,41.5139,0.03,0.02,33.70715562,33.70715562
3196,120.68864,41.49237,0.03,0.02,33.70715562,33.70715562
3197,120.878845,41.470573,0.04,0.02,26.57852536,26.57852536
3198,121.06894,41.44849,0.04,0.02,26.57852536,26.57852536
3199,121.258835,41.42613,0.04,0.02,26.57852536,26.57852536
3200,121.44863,41.403503,0.03,0.02,33.70715562,33.70715562
3201,121.638275,41.3806,0.03,0.02,33.70715562,33.70715562
3202,122.017136,42.411434,0.03,0.02,33.70715562,33.70715562
3203,122.20638,42.415707,0.03,0.02,33.70715562,33.70715562
3204,122.395485,42.419678,0.03,0.02,33.70715562,33.70715562
3205,122.58435,42.423332,0.03,0.02,33.70715562,33.70715562
3206,122.77319,42.426685,0.03,0.03,45.02282465,45.02282465
3207,109.89914,42.4022,5.3,0.05,0.540784342,0.540784342
3208,110.09279,42.39703,4.8,0.06,0.716523192,0.716523192
3209,110.28871,42.391556,4.36,0.09,1.183142906,1.183142906
3210,110.482544,42.38578,3.85,0.13,1.93490883,1.93490883
3211,110.67609,42.37971,3.35,0.09,1.539699987,1.539699987
3212,110.87066,42.37333,2.73,0.04,0.839864309,0.839864309
3213,111.06477,42.36665,2.82,0.02,0.406552338,0.406552338
3214,111.258965,42.359673,3.65,0.01,0.157053965,0.157053965
3215,111.45334,42.352386,3.89,0.01,0.147364305,0.147364305
3216,111.64747,42.3448,3.5,0,0,0
3217,111.84175,42.336906,2.96,0,0,0
3218,112.035866,42.328716,1.46,0,0,0
3219,112.229935,42.320217,0.33,0,0,0
3220,112.42398,42.31143,0.15,0,0,0
3221,112.618385,42.30234,0.07,0,0,0
3222,112.812096,42.29295,0.04,0,0,0
3223,113.00616,42.283257,0.03,0,0,0
3224,113.20021,42.273266,0.04,0,0,0
3225,113.39408,42.262974,0.06,0,0,0
3226,113.587906,42.252384,0.08,0,0,0
3227,113.78201,42.2415,0.08,0,0,0
3228,113.97557,42.230305,0.06,0,0,0
3229,114.16942,42.218826,0.03,0,0,0
3230,114.36301,42.207047,0.03,0,0,0
3231,114.55677,42.19496,0.03,0,0,0
3232,114.75032,42.182606,0.04,0,0,0
3233,114.943756,42.169933,0.05,0,0,0
3234,115.13729,42.156956,0.08,0,0,0
3235,115.33083,42.143692,0.09,0,0,0
3236,115.52408,42.130146,0.09,0,0,0
3237,115.71742,42.116287,0.12,0,0,0
3238,115.91059,42.102146,0.19,0,0,0
3239,116.10381,42.087704,0.27,0,0,0
3240,116.29682,42.072975,0.28,0,0,0
3241,116.48982,42.057957,0.02,0,0,0
3242,116.68267,42.042645,0.02,0,0,0
3243,116.87553,42.02703,0.02,0,0,0
3244,117.06819,42.011135,0.02,0,0,0
3245,117.26089,41.99494,0.02,0,0,0
3246,117.45341,41.97847,0.03,0,0,0
3247,117.645836,41.961697,0.03,0,0,0
3248,117.83823,41.94464,0.03,0,0,0
3249,118.03046,41.92729,0.03,0,0,0
3250,118.22269,41.909664,0.03,0,0,0
3251,118.414734,41.89174,0.03,0,0,0
3252,118.60675,41.87353,0.03,0,0,0
3253,118.79858,41.855038,0.03,0,0,0
3254,118.99034,41.836254,0.03,0,0,0
3255,119.181946,41.8172,0.03,0,0,0
3256,119.373505,41.797844,0.03,0,0,0
3257,119.56492,41.77821,0.03,0,0,0
3258,119.75621,41.758297,0.03,0,0,0
3259,119.947426,41.738094,0.03,0,0,0
3260,120.138504,41.717613,0.03,0.02,33.70715562,33.70715562
3261,120.32944,41.69685,0.03,0.02,33.70715562,33.70715562
3262,120.52029,41.67581,0.03,0.02,33.70715562,33.70715562
3263,120.71097,41.65449,0.04,0.02,26.57852536,26.57852536
3264,120.901535,41.632893,0.04,0.02,26.57852536,26.57852536
3265,121.092,41.611004,0.04,0.02,26.57852536,26.57852536
3266,121.28229,41.588856,0.04,0.02,26.57852536,26.57852536
3267,121.47242,41.566418,0.03,0.02,33.70715562,33.70715562
3268,121.66244,41.54371,0.03,0.02,33.70715562,33.70715562
3269,121.852295,41.52072,0.03,0.02,33.70715562,33.70715562
3270,122.231705,42.554688,0.03,0.02,33.70715562,33.70715562
3271,122.42116,42.55897,0.03,0.02,33.70715562,33.70715562
3272,122.610435,42.56295,0.03,0.02,33.70715562,33.70715562
3273,122.799644,42.566624,0.03,0.02,33.70715562,33.70715562
3274,109.895325,42.545418,5.2,0.05,0.551183406,0.551183406
3275,110.09279,42.54023,4.41,0.07,0.9098417,0.9098417
3276,110.28803,42.534737,3.67,0.08,1.249389944,1.249389944
3277,110.48295,42.52894,3,0.11,2.10096962,2.10096962
3278,110.67811,42.522835,2.58,0.09,1.99889321,1.99889321
3279,110.87268,42.516438,2.57,0.04,0.892143386,0.892143386
3280,111.06698,42.509735,2.95,0.02,0.388637034,0.388637034
3281,111.261604,42.502735,3.68,0.01,0.15577364,0.15577364
3282,111.45643,42.49542,3.32,0.01,0.172664661,0.172664661
3283,111.65079,42.4878,2.6,0,0,0
3284,111.84579,42.47988,1.41,0,0,0
3285,112.040184,42.47167,0.35,0,0,0
3286,112.23459,42.463142,0.23,0,0,0
3287,112.42923,42.454323,0.13,0,0,0
3288,112.623535,42.4452,0.05,0,0,0
3289,112.81814,42.435764,0.03,0,0,0
3290,113.01247,42.42604,0.03,0,0,0
3291,113.207054,42.41602,0.04,0,0,0
3292,113.40122,42.405685,0.06,0,0,0
3293,113.59581,42.395058,0.07,0,0,0
3294,113.78998,42.384136,0.06,0,0,0
3295,113.984184,42.37291,0.05,0,0,0
3296,114.178375,42.361385,0.03,0,0,0
3297,114.37234,42.349556,0.04,0,0,0
3298,114.566475,42.33744,0.05,0,0,0
3299,114.76045,42.325012,0.06,0,0,0
3300,114.95441,42.312305,0.08,0,0,0
3301,115.14826,42.299297,0.08,0,0,0
3302,115.34203,42.285984,0.09,0,0,0
3303,115.53577,42.27238,0.12,0,0,0
3304,115.72944,42.258488,0.19,0,0,0
3305,115.92312,42.244286,0.26,0,0,0
3306,116.116646,42.229794,0.31,0,0,0
3307,116.310135,42.21501,0.02,0,0,0
3308,116.503525,42.19994,0.02,0.01,26.57852536,26.57852536
3309,116.6968,42.18457,0.02,0.01,26.57852536,26.57852536
3310,116.89,42.168903,0.03,0,0,0
3311,117.083084,42.152946,0.03,0,0,0
3312,117.276245,42.136703,0.03,0,0,0
3313,117.46916,42.120167,0.03,0,0,0
3314,117.66199,42.103336,0.03,0,0,0
3315,117.85481,42.086216,0.03,0,0,0
3316,118.04748,42.06882,0.04,0,0,0
3317,118.23998,42.05111,0.04,0,0,0
3318,118.4325,42.033127,0.04,0,0,0
3319,118.62489,42.014854,0.04,0,0,0
3320,118.81707,41.996292,0.04,0,0,0
3321,119.00925,41.97745,0.04,0,0,0
3322,119.201294,41.958313,0.04,0,0,0
3323,119.39326,41.938904,0.03,0,0,0
3324,119.58505,41.919193,0.03,0,0,0
3325,119.77671,41.899208,0.03,0,0,0
3326,119.96832,41.878944,0.03,0,0,0
3327,120.159744,41.858387,0.03,0.02,33.70715562,33.70715562
3328,120.35112,41.837555,0.03,0.02,33.70715562,33.70715562
3329,120.54231,41.816444,0.04,0.02,26.57852536,26.57852536
3330,120.73336,41.795044,0.04,0.02,26.57852536,26.57852536
3331,120.92433,41.77337,0.04,0.02,26.57852536,26.57852536
3332,121.11513,41.75141,0.04,0.02,26.57852536,26.57852536
3333,121.30585,41.72918,0.04,0.02,26.57852536,26.57852536
3334,121.49637,41.706665,0.03,0.03,45.02282465,45.02282465
3335,121.68679,41.68388,0.03,0.03,45.02282465,45.02282465
3336,121.87706,41.660812,0.03,0.02,33.70715562,33.70715562
3337,122.06718,42.697906,0.03,0.02,33.70715562,33.70715562
3338,122.25717,42.7022,0.03,0.02,33.70715562,33.70715562
3339,122.44702,42.7062,0.03,0.02,33.70715562,33.70715562
3340,122.63672,42.70989,0.03,0.02,33.70715562,33.70715562
3341,122.82629,42.713272,0.03,0.02,33.70715562,33.70715562
3342,109.895325,42.6834,4.62,0.05,0.62037449,0.62037449
3343,110.08847,42.677883,3.82,0.07,1.050337643,1.050337643
3344,110.29007,42.672077,3,0.07,1.337336951,1.337336951
3345,110.48416,42.66595,2.36,0.09,2.185057959,2.185057959
3346,110.67955,42.659523,2.66,0.09,1.938822666,1.938822666
3347,110.874245,42.652794,2.97,0.05,0.964973503,0.964973503
3348,111.06936,42.645767,3.67,0.02,0.31239386,0.31239386
3349,111.26393,42.63843,3.59,0.01,0.159678809,0.159678809
3350,111.45938,42.630783,2.98,0,0,0
3351,111.65446,42.622833,1.46,0,0,0
3352,111.849495,42.614586,0.45,0,0,0
3353,112.044495,42.606037,0.24,0,0,0
3354,112.239395,42.597183,0.16,0,0,0
3355,112.43454,42.588024,0.08,0,0,0
3356,112.6292,42.578568,0.05,0,0,0
3357,112.82411,42.568806,0.03,0,0,0
3358,113.01902,42.55874,0.03,0.01,18.4442993,18.4442993
3359,113.21388,42.548374,0.05,0,0,0
3360,113.40852,42.537704,0.05,0,0,0
3361,113.60321,42.526737,0.06,0,0,0
3362,113.79783,42.515472,0.06,0,0,0
3363,113.99263,42.503914,0.05,0,0,0
3364,114.18718,42.492054,0.04,0,0,0
3365,114.38182,42.47989,0.05,0,0,0
3366,114.5762,42.467422,0.06,0,0,0
3367,114.77052,42.454662,0.07,0,0,0
3368,114.96491,42.44161,0.09,0,0,0
3369,115.15929,42.428246,0.1,0.01,5.713489633,5.713489633
3370,115.35347,42.414593,0.13,0.01,4.400936442,4.400936442
3371,115.54768,42.400642,0.15,0.01,3.816009388,3.816009388
3372,115.74167,42.3864,0.2,0.01,2.86385708,2.86385708
3373,115.935646,42.371853,0.29,0.01,1.975935726,1.975935726
3374,116.12971,42.35702,0.03,0.01,18.4442993,18.4442993
3375,116.32354,42.341892,0.03,0.01,18.4442993,18.4442993
3376,116.51735,42.32646,0.03,0.01,18.4442993,18.4442993
3377,116.71101,42.310745,0.03,0.01,18.4442993,18.4442993
3378,116.90465,42.294735,0.03,0.01,18.4442993,18.4442993
3379,117.09819,42.27843,0.04,0.02,26.57852536,26.57852536
3380,117.29165,42.261833,0.04,0,0,0
3381,117.484985,42.24494,0.04,0,0,0
3382,117.67824,42.227764,0.04,0,0,0
3383,117.87146,42.210297,0.04,0,0,0
3384,118.064415,42.192535,0.04,0,0,0
3385,118.2575,42.174488,0.04,0,0,0
3386,118.45032,42.15615,0.05,0,0,0
3387,118.643074,42.137524,0.04,0,0,0
3388,118.83576,42.118614,0.04,0,0,0
3389,119.02831,42.099415,0.04,0,0,0
3390,119.22077,42.079933,0.04,0,0,0
3391,119.41305,42.06016,0.04,0,0,0
3392,119.60524,42.0401,0.04,0,0,0
3393,119.79736,42.01976,0.04,0,0,0
3394,119.98931,41.999138,0.03,0,0,0
3395,120.18119,41.978226,0.04,0,0,0
3396,120.3729,41.957035,0.04,0.02,26.57852536,26.57852536
3397,120.564445,41.93557,0.04,0.02,26.57852536,26.57852536
3398,120.75595,41.913815,0.04,0.02,26.57852536,26.57852536
3399,120.94733,41.891777,0.04,0.03,36.88859859,36.88859859
3400,121.13847,41.869465,0.04,0.03,36.88859859,36.88859859
3401,121.32956,41.846874,0.04,0.03,36.88859859,36.88859859
3402,121.52052,41.82401,0.03,0.03,45.02282465,45.02282465
3403,121.71128,41.800854,0.03,0.03,45.02282465,45.02282465
3404,121.901924,42.8411,0.03,0.03,45.02282465,45.02282465
3405,122.09245,42.84542,0.03,0.03,45.02282465,45.02282465
3406,122.28279,42.849438,0.03,0.03,45.02282465,45.02282465
3407,122.473,42.853123,0.03,0.02,33.70715562,33.70715562
3408,122.66304,42.856518,0.04,0.02,26.57852536,26.57852536
3409,109.89914,42.82102,3.86,0.05,0.742508224,0.742508224
3410,110.09279,42.81517,3.1,0.06,1.109374533,1.109374533
3411,110.29074,42.809032,2.37,0.09,2.175847176,2.175847176
3412,110.48578,42.80258,2.72,0.09,1.896086057,1.896086057
3413,110.6807,42.795826,3.08,0.09,1.674600003,1.674600003
3414,110.87559,42.78878,3.9,0.08,1.175729282,1.175729282
3415,111.071556,42.78141,3.93,0.06,0.87512042,0.87512042
3416,111.26718,42.773735,3.42,0.02,0.335229166,0.335229166
