FID,lon,lat,uu01,vv01,speed,speed_1
3518,118.292694,42.43864,0.06,0.02,18.4442993,18.4442993
3519,118.48631,42.41988,0.06,0.02,18.4442993,18.4442993
3520,118.67983,42.40084,0.06,0.02,18.4442993,18.4442993
3521,118.87332,42.381508,0.06,0,0,0
3522,119.066666,42.36188,0.06,0,0,0
3523,119.259926,42.34197,0.06,0,0,0
3524,119.45308,42.32177,0.06,0,0,0
3525,119.64604,42.301285,0.05,0,0,0
3526,119.83892,42.280514,0.05,0,0,0
3527,120.03169,42.259468,0.05,0.03,30.9794618,30.9794618
3528,120.22432,42.238117,0.05,0.03,30.9794618,30.9794618
3529,120.41681,42.2165,0.05,0.03,30.9794618,30.9794618
3530,120.60919,42.19459,0.05,0.03,30.9794618,30.9794618
3531,120.80149,42.17241,0.05,0.03,30.9794618,30.9794618
3532,120.99355,42.149937,0.05,0.03,30.9794618,30.9794618
3533,121.185555,42.127182,0.04,0.03,36.88859859,36.88859859
3534,121.37739,42.104153,0.04,0.03,36.88859859,36.88859859
3535,121.5691,42.08084,0.04,0.03,36.88859859,36.88859859
3536,121.95207,43.127426,0.04,0.03,36.88859859,36.88859859
3537,122.14336,43.131783,0.04,0.03,36.88859859,36.88859859
3538,122.33447,43.135815,0.04,0.02,26.57852536,26.57852536
3539,122.52545,43.139545,0.04,0.02,26.57852536,26.57852536
3540,122.71628,43.142967,0.04,0.02,26.57852536,26.57852536
3541,109.895325,43.10718,2.3,0.14,3.485038235,3.485038235
3542,110.09692,43.10131,2.58,0.09,1.99889321,1.99889321
3543,110.29208,43.09513,3.04,0.14,2.638095828,2.638095828
3544,110.48819,43.088634,3.91,0.17,2.490815659,2.490815659
3545,110.68328,43.08182,4.14,0.17,2.352596896,2.352596896
3546,110.88004,43.074722,3.73,0.18,2.7642018,2.7642018
3547,111.076294,43.0673,3.17,0.15,2.710510114,2.710510114
3548,111.27257,43.05957,1.5,0.05,1.910120783,1.910120783
3549,111.468605,43.051537,0.41,0.03,4.187038775,4.187038775
3550,111.665306,43.043205,0.16,0,0,0
3551,111.86162,43.03456,0.12,0,0,0
3552,112.05776,43.02561,0.1,0,0,0
3553,112.25412,43.016346,0.06,0,0,0
3554,112.45025,43.00679,0.06,0,0,0
3555,112.646194,42.99692,0.04,0,0,0
3556,112.84221,42.986755,0.04,0.01,14.04336285,14.04336285
3557,113.038605,42.976276,0.04,0.01,14.04336285,14.04336285
3558,113.23465,42.965496,0.04,0.01,14.04336285,14.04336285
3559,113.430626,42.95441,0.05,0.01,11.31566904,11.31566904
3560,113.62666,42.94302,0.07,0.01,8.13422606,8.13422606
3561,113.82255,42.931328,0.07,0.01,8.13422606,8.13422606
3562,114.018394,42.91934,0.06,0,0,0
3563,114.214264,42.907043,0.06,0,0,0
3564,114.40998,42.894436,0.08,0,0,0
3565,114.605644,42.881542,0.1,0.01,5.713489633,5.713489633
3566,114.80151,42.86834,0.1,0.01,5.713489633,5.713489633
3567,114.99701,42.854847,0.11,0.01,5.197063597,5.197063597
3568,115.19264,42.84105,0.12,0.01,4.766057879,4.766057879
3569,115.388054,42.826942,0.11,0.01,5.197063597,5.197063597
3570,115.583466,42.812553,0.05,0,0,0
3571,115.778725,42.79785,0.05,0.02,21.81246748,21.81246748
3572,115.97396,42.782852,0.04,0.02,26.57852536,26.57852536
3573,116.169205,42.76756,0.04,0.02,26.57852536,26.57852536
3574,116.36427,42.751972,0.04,0.02,26.57852536,26.57852536
3575,116.5593,42.73608,0.04,0.02,26.57852536,26.57852536
3576,116.75427,42.719894,0.05,0.02,21.81246748,21.81246748
3577,116.94905,42.703415,0.05,0.02,21.81246748,21.81246748
3578,117.14384,42.686646,0.05,0.02,21.81246748,21.81246748
3579,117.338455,42.669575,0.05,0.02,21.81246748,21.81246748
3580,117.53304,42.652214,0.05,0.01,11.31566904,11.31566904
3581,117.72757,42.63456,0.06,0.01,9.467121635,9.467121635
3582,117.922,42.616608,0.06,0.01,9.467121635,9.467121635
3583,118.11625,42.598366,0.06,0.01,9.467121635,9.467121635
3584,118.31036,42.579834,0.06,0.01,9.467121635,9.467121635
3585,118.504555,42.561012,0.06,0.01,9.467121635,9.467121635
3586,118.69848,42.541893,0.07,0.01,8.13422606,8.13422606
3587,118.8923,42.5225,0.07,0.01,8.13422606,8.13422606
3588,119.08608,42.502796,0.07,0,0,0
3589,119.27966,42.482822,0.07,0,0,0
3590,119.47325,42.462555,0.07,0,0,0
3591,119.66667,42.441994,0.06,0.02,18.4442993,18.4442993
3592,119.85988,42.42115,0.06,0.02,18.4442993,18.4442993
3593,120.05308,42.400024,0.06,0.02,18.4442993,18.4442993
3594,120.24612,42.378605,0.06,0.02,18.4442993,18.4442993
3595,120.439,42.35691,0.06,0.02,18.4442993,18.4442993
3596,120.63172,42.334934,0.06,0.03,26.57852536,26.57852536
3597,120.82445,42.312653,0.05,0.03,30.9794618,30.9794618
3598,121.016914,42.290115,0.05,0.03,30.9794618,30.9794618
3599,121.2093,42.267277,0.05,0.03,30.9794618,30.9794618
3600,121.401535,42.244167,0.05,0.03,30.9794618,30.9794618
3601,121.59363,42.220776,0.05,0.03,30.9794618,30.9794618
3602,121.7856,43.270554,0.05,0.03,30.9794618,30.9794618
3603,121.97736,43.274914,0.05,0.03,30.9794618,30.9794618
3604,122.169014,43.27896,0.05,0.03,30.9794618,30.9794618
3605,122.36055,43.282707,0.05,0.03,30.9794618,30.9794618
3606,122.55191,43.286133,0.05,0.03,30.9794618,30.9794618
3607,122.74309,43.289265,0.04,0.03,36.88859859,36.88859859
3608,109.89914,43.24434,2.3,0.28,6.944503996,6.944503996
3609,110.09487,43.238136,2.84,0.19,3.829406173,3.829406173
3610,110.292755,43.231613,3.46,0.27,4.464278782,4.464278782
3611,110.48859,43.224785,3.96,0.32,4.622266774,4.622266774
3612,110.685,43.21765,3.84,0.3,4.469424869,4.469424869
3613,110.88204,43.2102,3.56,0.24,3.858757211,3.858757211
3614,111.07847,43.20245,2.38,0.16,3.847980852,3.847980852
3615,111.27549,43.19439,0.73,0.06,4.701063756,4.701063756
3616,111.47207,43.186024,0.24,0,0,0
3617,111.66906,43.17735,0.12,0,0,0
3618,111.8654,43.168365,0.09,0,0,0
3619,112.062225,43.159077,0.07,0,0,0
3620,112.25889,43.14947,0.06,0,0,0
3621,112.45535,43.139565,0.04,0,0,0
3622,112.65203,43.12937,0.04,0,0,0
3623,112.84875,43.11885,0.04,0.01,14.04336285,14.04336285
3624,113.045105,43.10803,0.04,0.01,14.04336285,14.04336285
3625,113.24166,43.096905,0.05,0.01,11.31566904,11.31566904
3626,113.43815,43.08549,0.08,0.01,7.128630261,7.128630261
3627,113.63443,43.07375,0.08,0.01,7.128630261,7.128630261
3628,113.830734,43.061703,0.07,0.01,8.13422606,8.13422606
3629,114.02711,43.049374,0.07,0,0,0
3630,114.22341,43.036728,0.08,0,0,0
3631,114.41961,43.023785,0.1,0.01,5.713489633,5.713489633
3632,114.615715,43.010536,0.09,0.01,6.343407583,6.343407583
3633,114.81182,42.996986,0.09,0.01,6.343407583,6.343407583
3634,115.00782,42.983135,0.09,0.01,6.343407583,6.343407583
3635,115.2038,42.968987,0.09,0.01,6.343407583,6.343407583
3636,115.39968,42.954536,0.07,0,0,0
3637,115.59545,42.93978,0.06,0,0,0
3638,115.7912,42.924736,0.05,0,0,0
3639,115.986946,42.90939,0.05,0,0,0
3640,116.18248,42.89374,0.05,0,0,0
3641,116.3781,42.877796,0.05,0,0,0
3642,116.57346,42.86156,0.05,0,0,0
3643,116.76884,42.845016,0.05,0,0,0
3644,116.9641,42.828186,0.05,0,0,0
3645,117.159225,42.811054,0.05,0,0,0
3646,117.35426,42.793636,0.05,0,0,0
3647,117.549286,42.775917,0.06,0.02,18.4442993,18.4442993
3648,117.74419,42.757896,0.06,0,0,0
3649,117.939,42.7396,0.07,0.01,8.13422606,8.13422606
3650,118.13367,42.720993,0.07,0.01,8.13422606,8.13422606
3651,118.32828,42.70211,0.07,0.01,8.13422606,8.13422606
3652,118.52277,42.682922,0.07,0.01,8.13422606,8.13422606
3653,118.71716,42.663452,0.08,0.01,7.128630261,7.128630261
3654,118.91139,42.643692,0.08,0.01,7.128630261,7.128630261
3655,119.10559,42.62364,0.08,0.01,7.128630261,7.128630261
3656,119.29955,42.603294,0.08,0.01,7.128630261,7.128630261
3657,119.49354,42.58267,0.08,0.01,7.128630261,7.128630261
3658,119.68733,42.56175,0.07,0.01,8.13422606,8.13422606
3659,119.88098,42.540546,0.07,0.01,8.13422606,8.13422606
3660,120.074554,42.51906,0.07,0.02,15.95348364,15.95348364
3661,120.26802,42.49728,0.07,0.02,15.95348364,15.95348364
3662,120.461296,42.47523,0.07,0.02,15.95348364,15.95348364
3663,120.65448,42.45288,0.07,0.02,15.95348364,15.95348364
3664,120.84748,42.430252,0.06,0.03,26.57852536,26.57852536
3665,121.04039,42.40734,0.06,0.03,26.57852536,26.57852536
3666,121.23316,42.384148,0.06,0.03,26.57852536,26.57852536
3667,121.4258,42.36068,0.06,0.03,26.57852536,26.57852536
3668,121.810585,43.41364,0.06,0.03,26.57852536,26.57852536
3669,122.002846,43.418022,0.05,0.03,30.9794618,30.9794618
3670,122.19486,43.422092,0.05,0.03,30.9794618,30.9794618
3671,122.386765,43.425846,0.05,0.03,30.9794618,30.9794618
3672,122.5785,43.429287,0.05,0.03,30.9794618,30.9794618
3673,122.77004,43.43242,0.05,0.03,30.9794618,30.9794618
3674,109.90109,43.393265,2.28,0.52,12.8542214,12.8542214
3675,110.098915,43.387337,2.6,0.38,8.319343309,8.319343309
3676,110.29074,43.381107,3.04,0.32,6.012053813,6.012053813
3677,110.48899,43.374565,3.74,0.31,4.740687294,4.740687294
3678,110.686714,43.36771,3.97,0.3,4.323634643,4.323634643
3679,110.88426,43.36055,3.76,0.29,4.412594941,4.412594941
3680,111.08065,43.353077,3.18,0.25,4.497419613,4.497419613
3681,111.27825,43.345303,1.5,0.19,7.222682417,7.222682417
3682,111.47525,43.337215,0.42,0,0,0
3683,111.67258,43.328808,0.16,0,0,0
3684,111.86949,43.320107,0.09,0,0,0
3685,112.06659,43.311092,0.07,0,0,0
3686,112.26373,43.301765,0.05,0,0,0
3687,112.460686,43.292133,0.04,0,0,0
3688,112.65786,43.282196,0.04,0,0,0
3689,112.85472,43.27195,0.04,0,0,0
3690,113.05166,43.2614,0.05,0.01,11.31566904,11.31566904
3691,113.24866,43.250538,0.06,0.01,9.467121635,9.467121635
3692,113.44549,43.239376,0.11,0.01,5.197063597,5.197063597
3693,113.642395,43.22791,0.11,0.01,5.197063597,5.197063597
3694,113.83921,43.216133,0.09,0.01,6.343407583,6.343407583
3695,114.03585,43.20405,0.08,0.01,7.128630261,7.128630261
3696,114.23249,43.191666,0.08,0,0,0
3697,114.429214,43.178978,0.07,0.01,8.13422606,8.13422606
3698,114.62567,43.165985,0.08,0.01,7.128630261,7.128630261
3699,114.822235,43.15269,0.07,0.01,8.13422606,8.13422606
3700,115.01865,43.1391,0.08,0.01,7.128630261,7.128630261
3701,115.21508,43.12519,0.08,0.01,7.128630261,7.128630261
3702,115.41146,43.11099,0.09,0,0,0
3703,115.607666,43.096497,0.08,0,0,0
3704,115.80384,43.08169,0.06,0,0,0
3705,115.99986,43.06658,0.06,0,0,0
3706,116.19591,43.05119,0.06,0,0,0
3707,116.391884,43.03548,0.06,0,0,0
3708,116.58768,43.01948,0.06,0,0,0
3709,116.78348,43.00318,0.05,0,0,0
3710,116.97913,42.986588,0.05,0,0,0
3711,117.17469,42.969696,0.05,0,0,0
3712,117.37015,42.952503,0.05,0,0,0
3713,117.56559,42.935017,0.06,0,0,0
3714,117.76097,42.917236,0.07,0,0,0
3715,117.956116,42.899155,0.07,0,0,0
3716,118.15132,42.880787,0.07,0,0,0
3717,118.346245,42.86212,0.07,0,0,0
3718,118.54119,42.843163,0.07,0,0,0
3719,118.73591,42.823917,0.08,0,0,0
3720,118.93057,42.80438,0.08,0,0,0
3721,119.125145,42.784542,0.09,0,0,0
3722,119.31959,42.76442,0.09,0.01,6.343407583,6.343407583
3723,119.51393,42.744003,0.08,0.01,7.128630261,7.128630261
3724,119.70809,42.7233,0.08,0.01,7.128630261,7.128630261
3725,119.902214,42.702312,0.08,0.01,7.128630261,7.128630261
3726,120.09612,42.681038,0.08,0.01,7.128630261,7.128630261
3727,120.28999,42.659466,0.08,0.01,7.128630261,7.128630261
3728,120.48369,42.63761,0.08,0.02,14.04336285,14.04336285
3729,120.67729,42.615482,0.08,0.02,14.04336285,14.04336285
3730,120.87072,42.59306,0.08,0.02,14.04336285,14.04336285
3731,121.064026,42.570343,0.08,0.03,20.56647154,20.56647154
3732,121.25717,42.547363,0.07,0.03,23.21035718,23.21035718
3733,121.450165,42.524082,0.07,0.03,23.21035718,23.21035718
3734,121.64308,42.500534,0.07,0.03,23.21035718,23.21035718
3735,121.8358,43.55672,0.07,0.03,23.21035718,23.21035718
3736,122.02838,43.561108,0.06,0.03,26.57852536,26.57852536
3737,122.22082,43.56518,0.06,0.03,26.57852536,26.57852536
3738,122.41312,43.56895,0.06,0.03,26.57852536,26.57852536
3739,122.605225,43.57241,0.06,0.03,26.57852536,26.57852536
3740,122.79718,43.575558,0.06,0.03,26.57852536,26.57852536
3741,109.89722,43.536255,2.49,0.8,17.82047439,17.82047439
3742,110.098915,43.53032,2.3,0.83,19.85303502,19.85303502
3743,110.292755,43.52406,2.81,0.78,15.52146287,15.52146287
3744,110.48939,43.51749,3.36,0.56,9.467121635,9.467121635
3745,110.688705,43.51062,3.92,0.43,6.263143227,6.263143227
3746,110.88581,43.503426,3.94,0.31,4.501057351,4.501057351
3747,111.08282,43.49593,3.66,0.3,4.688276596,4.688276596
3748,111.281,43.488132,2.36,0.26,6.290082165,6.290082165
3749,111.4783,43.479996,0.77,0,0,0
3750,111.67608,43.471573,0.24,0,0,0
3751,111.87367,43.462837,0.11,0,0,0
3752,112.07113,43.45378,0.08,0,0,0
3753,112.268745,43.44443,0.05,0,0,0
3754,112.46625,43.434765,0.05,0,0,0
3755,112.66374,43.42479,0.04,0,0,0
3756,112.86109,43.414505,0.04,0,0,0
3757,113.05845,43.40392,0.05,0.02,21.81246748,21.81246748
3758,113.25576,43.393024,0.07,0.01,8.13422606,8.13422606
3759,113.45298,43.38181,0.15,0.01,3.816009388,3.816009388
3760,113.650345,43.370308,0.17,0.01,3.368168181,3.368168181
3761,113.84751,43.358482,0.14,0.01,4.087689064,4.087689064
3762,114.04487,43.346355,0.1,0.01,5.713489633,5.713489633
3763,114.241646,43.33394,0.09,0.02,12.5351625,12.5351625
3764,114.43884,43.321198,0.08,0.01,7.128630261,7.128630261
3765,114.63591,43.30817,0.07,0.01,8.13422606,8.13422606
3766,114.83286,43.294823,0.07,0.01,8.13422606,8.13422606
3767,115.029526,43.281178,0.07,0.01,8.13422606,8.13422606
3768,115.22641,43.267227,0.07,0.01,8.13422606,8.13422606
3769,115.42322,43.25297,0.1,0,0,0
3770,115.61985,43.238415,0.1,0,0,0
3771,115.81642,43.223568,0.08,0,0,0
3772,116.01295,43.20841,0.08,0,0,0
3773,116.20937,43.192947,0.07,0,0,0
3774,116.40576,43.17719,0.07,0,0,0
3775,116.60201,43.161137,0.06,0,0,0
3776,116.79818,43.14477,0.06,0,0,0
3777,116.994316,43.12812,0.05,0,0,0
3778,117.19029,43.111164,0.05,0,0,0
3779,117.386215,43.093914,0.06,0,0,0
3780,117.58207,43.07637,0.06,0,0,0
3781,117.777794,43.058517,0.06,0,0,0
3782,117.973366,43.04038,0.07,0,0,0
3783,118.16895,43.021946,0.07,0,0,0
3784,118.36432,43.00321,0.07,0,0,0
3785,118.559586,42.984188,0.07,0,0,0
3786,118.7548,42.964874,0.08,0,0,0
3787,118.949844,42.945263,0.08,0,0,0
3788,119.14487,42.925365,0.09,0,0,0
3789,119.33977,42.90516,0.09,0,0,0
3790,119.53447,42.884678,0.09,0,0,0
3791,119.72909,42.863903,0.09,0.01,6.343407583,6.343407583
3792,119.9236,42.84284,0.09,0.01,6.343407583,6.343407583
3793,120.117935,42.821487,0.09,0.01,6.343407583,6.343407583
3794,120.312164,42.79985,0.09,0.01,6.343407583,6.343407583
3795,120.50629,42.777916,0.08,0.01,7.128630261,7.128630261
3796,120.70021,42.755703,0.09,0.02,12.5351625,12.5351625
3797,120.89406,42.7332,0.09,0.02,12.5351625,12.5351625
3798,121.08778,42.710415,0.09,0.03,18.4442993,18.4442993
3799,121.28133,42.68734,0.09,0.03,18.4442993,18.4442993
3800,121.474724,42.66399,0.09,0.04,23.9746431,23.9746431
3801,121.66803,42.64035,0.09,0.04,23.9746431,23.9746431
3802,122.05412,43.69976,0.08,0.04,26.57852536,26.57852536
3803,122.24697,43.70416,0.07,0.04,29.75996833,29.75996833
3804,122.43959,43.70826,0.07,0.04,29.75996833,29.75996833
3805,122.63211,43.71204,0.07,0.04,29.75996833,29.75996833
3806,122.824486,43.71551,0.06,0.04,33.70715562,33.70715562
3807,109.89346,43.679234,2.53,1.1,23.51048449,23.51048449
3808,110.098915,43.67326,2.6,1.11,23.13048053,23.13048053
3809,110.294754,43.66698,3.15,1.02,17.95154776,17.95154776
3810,110.49218,43.660393,3.78,0.69,10.35010454,10.35010454
3811,110.68984,43.65349,4.06,0.51,7.163383115,7.163383115
3812,110.888016,43.64628,3.97,0.33,4.754107735,4.754107735
3813,111.08571,43.63875,3.13,0.3,5.477660923,5.477660923
3814,111.283745,43.63091,1.48,0.29,11.0920362,11.0920362
3815,111.481735,43.62277,0.42,0.16,20.86503572,20.86503572
3816,111.67958,43.614307,0.16,0,0,0
3817,111.87774,43.605534,0.09,0,0,0
3818,112.07575,43.596455,0.06,0,0,0
3819,112.27383,43.58706,0.05,0,0,0
3820,112.4718,43.577362,0.05,0,0,0
3821,112.66954,43.567352,0.04,0,0,0
3822,112.86738,43.55704,0.05,0,0,0
3823,113.0651,43.546402,0.07,0.02,15.95348364,15.95348364
3824,113.26297,43.535465,0.18,0.01,3.181442976,3.181442976
3825,113.46057,43.524223,0.24,0.01,2.387154216,2.387154216
3826,113.65827,43.512676,0.2,0.01,2.86385708,2.86385708
3827,113.856,43.50081,0.12,0.01,4.766057879,4.766057879
3828,114.05357,43.48864,0.08,0.02,14.04336285,14.04336285
3829,114.2511,43.476173,0.07,0.01,8.13422606,8.13422606
3830,114.44863,43.463387,0.06,0.01,9.467121635,9.467121635
3831,114.645874,43.450314,0.06,0.01,9.467121635,9.467121635
3832,114.843315,43.43692,0.07,0.01,8.13422606,8.13422606
3833,115.04057,43.42322,0.06,0.01,9.467121635,9.467121635
3834,115.2378,43.409225,0.11,0,0,0
3835,115.43499,43.394917,0.11,0,0,0
3836,115.63211,43.38031,0.1,0,0,0
3837,115.82918,43.36541,0.09,0,0,0
3838,116.02614,43.350197,0.08,0,0,0
3839,116.223,43.334675,0.08,0,0,0
3840,116.41977,43.318867,0.07,0,0,0
3841,116.61643,43.302757,0.06,0,0,0
3842,116.81303,43.28633,0.06,0,0,0
3843,117.00951,43.26962,0.06,0,0,0
3844,117.20593,43.252605,0.06,0,0,0
3845,117.40232,43.235287,0.06,0,0,0
3846,117.59854,43.217686,0.06,0,0,0
3847,117.794754,43.19977,0.06,0,0,0
3848,117.99073,43.181576,0.06,0,0,0
3849,118.18662,43.163067,0.07,0,0,0
3850,118.38247,43.144268,0.07,0,0,0
3851,118.5782,43.12517,0.08,0,0,0
3852,118.77385,43.105785,0.09,0,0,0
3853,118.96936,43.086113,0.1,0,0,0
3854,119.16468,43.06614,0.1,0,0,0
3855,119.35995,43.045868,0.1,0,0,0
3856,119.55511,43.025314,0.1,0,0,0
3857,119.75011,43.00446,0.1,0.01,5.713489633,5.713489633
3858,119.94505,42.983326,0.11,0.01,5.197063597,5.197063597
3859,120.1398,42.961895,0.11,0.01,5.197063597,5.197063597
3860,120.334404,42.94018,0.11,0.01,5.197063597,5.197063597
3861,120.52894,42.918167,0.1,0.02,11.31566904,11.31566904
3862,120.72329,42.895878,0.1,0.02,11.31566904,11.31566904
3863,120.91757,42.873295,0.1,0.03,16.70771433,16.70771433
3864,121.111694,42.850433,0.1,0.04,21.81246748,21.81246748
3865,121.30562,42.827282,0.11,0.04,19.99324224,19.99324224
3866,121.49945,42.80384,0.11,0.04,19.99324224,19.99324224
3867,121.693146,42.780117,0.11,0.05,24.45635311,24.45635311
3868,121.88663,43.842777,0.1,0.05,26.57852536,26.57852536
3869,122.08001,43.847195,0.09,0.05,29.06934102,29.06934102
3870,122.27324,43.851307,0.09,0.05,29.06934102,29.06934102
3871,122.46628,43.8551,0.08,0.05,32.0216168,32.0216168
3872,122.659195,43.858578,0.08,0.05,32.0216168,32.0216168
3873,109.90109,43.81618,2.68,1.32,26.23526694,26.23526694
3874,110.09487,43.809883,3.01,1.29,23.21035718,23.21035718
3875,110.29541,43.80326,3.59,1.16,17.9157533,17.9157533
3876,110.49258,43.79634,4.13,0.78,10.70044705,10.70044705
3877,110.691536,43.789085,4.16,0.59,8.07634169,8.07634169
3878,110.88956,43.781544,3.72,0.38,5.835522106,5.835522106
3879,111.08804,43.773678,2.3,0.33,8.169116403,8.169116403
3880,111.28649,43.765503,0.83,0.24,16.13575597,16.13575597
3881,111.48504,43.75702,0.29,0.14,25.7823982,25.7823982
3882,111.683655,43.748207,0.13,0,0,0
3883,111.88211,43.73909,0.08,0,0,0
3884,112.08056,43.72967,0.05,0,0,0
3885,112.27882,43.719933,0.05,0,0,0
3886,112.47702,43.70989,0.04,0,0,0
3887,112.675476,43.699528,0.06,0,0,0
3888,112.87372,43.688858,0.07,0.02,15.95348364,15.95348364
3889,113.07173,43.677883,0.15,0.02,7.598495482,7.598495482
3890,113.2701,43.666607,0.32,0.02,3.578148344,3.578148344
3891,113.468315,43.655014,0.24,0.01,2.387154216,2.387154216
3892,113.66634,43.64311,0.14,0.01,4.087689064,4.087689064
3893,113.864426,43.630894,0.1,0.01,5.713489633,5.713489633
3894,114.06241,43.618374,0.07,0.01,8.13422606,8.13422606
3895,114.26039,43.605553,0.06,0.01,9.467121635,9.467121635
3896,114.45835,43.59241,0.06,0.01,9.467121635,9.467121635
3897,114.65607,43.578987,0.05,0.01,11.31566904,11.31566904
3898,114.8539,43.56524,0.06,0.01,9.467121635,9.467121635
3899,115.05172,43.551186,0.12,0,0,0
3900,115.24946,43.53683,0.12,0,0,0
3901,115.44698,43.522175,0.11,0,0,0
3902,115.644485,43.50721,0.1,0,0,0
3903,115.84198,43.491947,0.1,0,0,0
3904,116.03924,43.476383,0.08,0,0,0
3905,116.23653,43.460506,0.07,0,0,0
3906,116.4338,43.444336,0.07,0,0,0
3907,116.630905,43.427856,0.06,0,0,0
3908,116.82795,43.411087,0.06,0,0,0
3909,117.02488,43.394012,0.06,0,0,0
3910,117.22176,43.376633,0.05,0,0,0
3911,117.41855,43.358963,0.05,0,0,0
3912,117.615204,43.340984,0.05,0,0,0
3913,117.81168,43.322716,0.05,0,0,0
3914,118.00818,43.304146,0.06,0,0,0
3915,118.20457,43.285286,0.08,0,0,0
3916,118.40077,43.266125,0.09,0,0,0
3917,118.597,43.24667,0.1,0,0,0
3918,118.79299,43.22693,0.11,0,0,0
3919,118.98888,43.206875,0.11,0,0,0
3920,119.18465,43.186543,0.12,0,0,0
3921,119.380295,43.165905,0.12,0,0,0
3922,119.575905,43.144985,0.12,0,0,0
3923,119.7713,43.12377,0.12,0.01,4.766057879,4.766057879
3924,119.966644,43.10227,0.13,0.01,4.400936442,4.400936442
3925,120.161835,43.08048,0.13,0.01,4.400936442,4.400936442
3926,120.356865,43.058388,0.13,0.02,8.750598443,8.750598443
3927,120.55176,43.036015,0.13,0.03,13.00120785,13.00120785
3928,120.746574,43.013355,0.13,0.03,13.00120785,13.00120785
3929,120.94121,42.990414,0.13,0.04,17.11140372,17.11140372
3930,121.135765,42.96718,0.13,0.05,21.04818156,21.04818156
3931,121.3301,42.94366,0.13,0.05,21.04818156,21.04818156
3932,121.52425,42.91985,0.13,0.06,24.78770688,24.78770688
3933,121.91227,43.98576,0.11,0.07,32.48766215,32.48766215
3934,122.106064,43.990196,0.11,0.07,32.48766215,32.48766215
3935,122.29965,43.994324,0.1,0.06,30.9794618,30.9794618
3936,122.49311,43.99813,0.1,0.06,30.9794618,30.9794618
3937,122.68644,44.001625,0.09,0.05,29.06934102,29.06934102
3938,109.89722,43.95906,2.98,1.47,26.26991547,26.26991547
3939,110.10279,43.952736,3.42,1.45,22.98746213,22.98746213
3940,110.294754,43.94611,4.07,1.26,17.21032483,17.21032483
3941,110.49456,43.93915,4.27,0.96,12.67723121,12.67723121
3942,110.69267,43.931885,4.14,0.69,9.467121635,9.467121635
3943,110.891754,43.92431,3.08,0.41,7.586303895,7.586303895
3944,111.09056,43.916416,1.57,0.31,11.17516726,11.17516726
3945,111.28968,43.908203,0.49,0.23,25.15753943,25.15753943
3946,111.48833,43.89968,0.23,0.11,25.57292956,25.57292956
3947,111.687485,43.890854,0.11,0.02,10.31007324,10.31007324
3948,111.885956,43.881706,0.06,0,0,0
3949,112.084785,43.872242,0.06,0,0,0
3950,112.28362,43.862476,0.05,0,0,0
3951,112.48262,43.85239,0.06,0,0,0
3952,112.681244,43.841995,0.08,0,0,0
3953,112.88011,43.83129,0.13,0.02,8.750598443,8.750598443
3954,113.078606,43.820274,0.29,0.02,3.947187285,3.947187285
3955,113.2774,43.808945,0.31,0.02,3.693258311,3.693258311
3956,113.47587,43.79732,0.19,0.01,3.014315634,3.014315634
3957,113.67451,43.785362,0.15,0.01,3.816009388,3.816009388
3958,113.872925,43.77311,0.09,0.02,12.5351625,12.5351625
3959,114.0715,43.760544,0.06,0.02,18.4442993,18.4442993
3960,114.269806,43.747677,0.05,0.02,21.81246748,21.81246748
3961,114.46827,43.7345,0.05,0.01,11.31566904,11.31566904
3962,114.66644,43.721012,0.05,0.01,11.31566904,11.31566904
3963,114.86458,43.707214,0.12,0,0,0
3964,115.0628,43.693115,0.12,0,0,0
3965,115.26102,43.67871,0.12,0,0,0
3966,115.458984,43.663998,0.11,0,0,0
3967,115.656975,43.648987,0.1,0,0,0
3968,115.85475,43.633667,0.08,0,0,0
3969,116.05256,43.618042,0.07,0,0,0
3970,116.25022,43.60211,0.07,0,0,0
3971,116.44796,43.58588,0.07,0,0,0
3972,116.64556,43.569347,0.06,0,0,0
3973,116.84299,43.552505,0.06,0,0,0
3974,117.04039,43.535374,0.05,0,0,0
3975,117.23764,43.517944,0.04,0,0,0
3976,117.434746,43.500206,0.04,0,0,0
3977,117.63186,43.482166,0.04,0.03,36.88859859,36.88859859
3978,117.82888,43.463837,0.06,0.03,26.57852536,26.57852536
3979,118.025734,43.4452,0.08,0,0,0
3980,118.222496,43.42626,0.09,0,0,0
3981,118.419235,43.407043,0.11,0,0,0
3982,118.61574,43.387516,0.12,0,0,0
3983,118.81221,43.3677,0.12,0,0,0
3984,119.008484,43.347584,0.13,0,0,0
3985,119.20469,43.327168,0.13,0,0,0
3986,119.400764,43.30647,0.13,0,0,0
3987,119.59676,43.285477,0.14,0,0,0
3988,119.7926,43.26418,0.15,0.02,7.598495482,7.598495482
3989,119.98839,43.242607,0.15,0.02,7.598495482,7.598495482
3990,120.183975,43.220734,0.16,0.02,7.128630261,7.128630261
3991,120.3794,43.198566,0.16,0.02,7.128630261,7.128630261
3992,120.57474,43.176117,0.16,0.03,10.62504172,10.62504172
3993,120.76992,43.153378,0.16,0.04,14.04336285,14.04336285
3994,120.96495,43.13036,0.15,0.05,18.4442993,18.4442993
3995,121.159874,43.10703,0.15,0.06,21.81246748,21.81246748
3996,121.354675,43.08343,0.15,0.07,25.02958241,25.02958241
3997,121.54928,43.059547,0.14,0.08,29.75996833,29.75996833
