FID,lon,lat,pm02,pm02_1
708,109.90512,36.11877,18.86,18.86
709,110.09065,36.11852,13,13
710,110.26393,36.118,12.54,12.54
711,110.442345,36.117214,12.45,12.45
712,110.62055,36.116177,11.59,11.59
713,110.79868,36.11488,10.27,10.27
714,110.97679,36.11331,10.58,10.58
715,111.15488,36.111496,11.55,11.55
716,111.332954,36.109417,14.91,14.91
717,111.51129,36.107075,11.48,11.48
718,111.68934,36.104473,12.86,12.86
719,111.86771,36.101612,15.08,15.08
720,112.04565,36.098495,21.02,21.02
721,112.223785,36.095116,26.64,26.64
722,112.402,36.091473,23.33,23.33
723,112.58013,36.087578,24.58,24.58
724,112.757904,36.08342,22.61,22.61
725,112.93578,36.078995,14.77,14.77
726,113.11395,36.07432,7.25,7.25
727,113.29194,36.06939,5.58,5.58
728,113.46978,36.06419,4.29,4.29
729,113.64755,36.05874,3.75,3.75
730,113.82542,36.05303,4.29,4.29
731,114.00326,36.04706,5.62,5.62
732,114.181,36.040825,5.36,5.36
733,114.35879,36.03434,4.16,4.16
734,114.53639,36.027596,4.47,4.47
735,114.71402,36.02059,4.97,4.97
736,114.89165,36.01333,5.2,5.2
737,115.0693,36.005814,6.19,6.19
738,115.246735,35.998035,5.4,5.4
739,115.42423,35.990005,5.02,5.02
740,115.60155,35.981712,4.83,4.83
741,115.7789,35.97317,6.39,6.39
742,115.956184,35.964367,4.07,4.07
743,116.133354,35.955315,2.19,2.19
744,116.3106,35.946003,1.08,1.08
745,116.4877,35.936428,0.94,0.94
746,116.66477,35.92661,1.45,1.45
747,116.8417,35.91653,2.62,2.62
748,117.01868,35.906197,2.03,2.03
749,117.19547,35.895607,2.39,2.39
750,117.37225,35.88477,2.46,2.46
751,117.54894,35.87367,2.67,2.67
752,117.72561,35.86232,2.03,2.03
753,117.902176,35.85072,1.62,1.62
754,118.07857,35.838867,1.59,1.59
755,118.25503,35.82676,0.49,0.49
756,118.43143,35.814396,0.12,0.12
757,118.60762,35.80179,0.07,0.07
758,118.78378,35.78893,0.07,0.07
759,118.95987,35.775814,0.07,0.07
760,119.1359,35.76245,0.06,0.06
761,119.31178,35.748837,0.06,0.06
762,119.48768,35.73497,0.05,0.05
763,119.663376,35.72086,0.03,0.03
764,119.83898,35.706493,0.03,0.03
765,120.01454,35.691883,0.06,0.06
766,120.19,35.67702,0.07,0.07
767,120.36535,35.661915,0.07,0.07
768,120.54065,35.64656,0.06,0.06
769,120.71582,35.63096,0.02,0.02
770,120.89082,35.615105,0.01,0.01
771,121.06581,35.59901,0,0
772,121.2407,35.582676,0,0
773,121.415436,35.566086,0,0
774,121.59004,35.549255,0,0
775,121.76463,35.53218,0,0
776,121.93904,35.514862,0,0
777,122.113335,35.497295,0,0
778,122.287575,35.479496,14.48,14.48
779,122.46164,35.46144,14.41,14.41
780,122.63561,35.443157,13.53,13.53
781,109.90512,36.262737,12.36,12.36
782,110.08847,36.262478,12.3,12.3
783,110.26541,36.261963,12.34,12.34
784,110.44367,36.26118,12.04,12.04
785,110.621185,36.260136,10.91,10.91
786,110.79991,36.25884,10.39,10.39
787,110.97799,36.257267,10.69,10.69
788,111.15742,36.25544,13.57,13.57
789,111.33545,36.253353,11.88,11.88
790,111.51388,36.251003,13.02,13.02
791,111.69247,36.24839,15.71,15.71
792,111.87074,36.24552,20.47,20.47
793,112.04957,36.24239,24.66,24.66
794,112.228004,36.238995,22.8,22.8
795,112.40615,36.235348,23.87,23.87
796,112.584526,36.23143,21.37,21.37
797,112.76308,36.227257,13.5,13.5
798,112.941246,36.222824,6.91,6.91
799,113.119545,36.218136,4.88,4.88
800,113.29777,36.213177,3.85,3.85
801,113.47604,36.207966,3.99,3.99
802,113.65426,36.202496,5.19,5.19
803,113.83237,36.196766,5.96,5.96
804,114.010445,36.19077,4.57,4.57
805,114.18858,36.184517,3.88,3.88
806,114.366646,36.178,3.39,3.39
807,114.54472,36.17124,2.15,2.15
808,114.72261,36.164207,2.88,2.88
809,114.90045,36.156925,4.07,4.07
810,115.07837,36.149376,5.11,5.11
811,115.256134,36.14158,5.61,5.61
812,115.433975,36.13352,4.62,4.62
813,115.61172,36.1252,5.86,5.86
814,115.78934,36.11662,3.43,3.43
815,115.967,36.107788,2.49,2.49
816,116.14443,36.098705,1.51,1.51
817,116.32199,36.08935,1.12,1.12
818,116.49939,36.07975,1.35,1.35
819,116.67671,36.0699,1.66,1.66
820,116.85398,36.05978,1.87,1.87
821,117.03121,36.04941,2.95,2.95
822,117.208435,36.038784,2.88,2.88
823,117.38552,36.027905,3.16,3.16
824,117.56255,36.01677,2.4,2.4
825,117.73944,36.00538,2,2
826,117.91637,35.99374,2.12,2.12
827,118.09312,35.981842,1.07,1.07
828,118.26984,35.96969,0.38,0.38
829,118.44651,35.957287,0.05,0.05
830,118.62308,35.944633,0.02,0.02
831,118.799515,35.93173,0.03,0.03
832,118.97595,35.918568,0.03,0.03
833,119.15224,35.905155,0.03,0.03
834,119.32846,35.89149,0.03,0.03
835,119.504654,35.877583,0.02,0.02
836,119.68063,35.86342,0.02,0.02
837,119.85657,35.849003,0.03,0.03
838,120.03243,35.834343,0.04,0.04
839,120.20819,35.819427,0.04,0.04
840,120.38388,35.804268,0.03,0.03
841,120.55942,35.78886,0.01,0.01
842,120.73486,35.773197,0,0
843,120.91027,35.7573,0,0
844,121.08551,35.741142,0,0
845,121.260605,35.724743,0,0
846,121.43574,35.708103,0,0
847,121.61068,35.691216,0,0
848,121.7855,35.67408,0,0
849,121.960205,35.656696,0,0
850,122.134865,35.639072,14,14
851,122.30935,35.621212,13.55,13.55
852,122.48372,35.6031,12.7,12.7
853,109.90109,36.406437,10.9,10.9
854,110.081566,36.40592,11.47,11.47
855,110.26614,36.40514,12.3,12.3
856,110.44499,36.40409,12.37,12.37
857,110.62244,36.402782,11.43,11.43
858,110.801865,36.401207,11.21,11.21
859,110.980385,36.399376,13.09,13.09
860,111.15877,36.397278,11.83,11.83
861,111.33838,36.394924,13.05,13.05
862,111.516846,36.392307,15.59,15.59
863,111.69559,36.389423,19.18,19.18
864,111.8743,36.386284,23.41,23.41
865,112.05309,36.38288,24.17,24.17
866,112.231865,36.37922,26.73,26.73
867,112.41062,36.375286,22.85,22.85
868,112.58914,36.371098,14.48,14.48
869,112.76782,36.36665,8.46,8.46
870,112.9465,36.361935,5.28,5.28
871,113.12512,36.356968,4.42,4.42
872,113.30387,36.351734,5.01,5.01
873,113.48245,36.346245,5.95,5.95
874,113.66084,36.340492,6.16,6.16
875,113.83942,36.334476,4.11,4.11
876,114.01766,36.328205,3.61,3.61
877,114.1962,36.32167,2.28,2.28
878,114.37453,36.314877,1.54,1.54
879,114.55295,36.307823,1.84,1.84
880,114.73115,36.30051,3.16,3.16
881,114.90944,36.292942,3.18,3.18
882,115.087585,36.285114,3.39,3.39
883,115.26567,36.27702,2.72,2.72
884,115.44382,36.268677,4.43,4.43
885,115.62187,36.260067,3.21,3.21
886,115.79972,36.251205,2.57,2.57
887,115.97777,36.242085,1.6,1.6
888,116.155556,36.232704,1.32,1.32
889,116.33336,36.223072,1.41,1.41
890,116.511116,36.213173,1.55,1.55
891,116.6888,36.203026,2.46,2.46
892,116.86648,36.19261,3.17,3.17
893,117.04395,36.181957,3.38,3.38
894,117.22149,36.17104,3.82,3.82
895,117.398766,36.159863,3.4,3.4
896,117.57611,36.14843,2.94,2.94
897,117.753426,36.136753,2.55,2.55
898,117.93069,36.124805,1.94,1.94
899,118.10775,36.112617,1.08,1.08
900,118.284775,36.10017,0.32,0.32
901,118.46175,36.087467,0.03,0.03
902,118.638596,36.07452,0.02,0.02
903,118.81538,36.06131,0.02,0.02
904,118.99211,36.04785,0.01,0.01
905,119.16867,36.03414,0.01,0.01
906,119.345215,36.020184,0.01,0.01
907,119.52168,36.005966,0.01,0.01
908,119.69798,35.991505,0.01,0.01
909,119.87425,35.976788,0.02,0.02
910,120.05039,35.961826,0.01,0.01
911,120.22652,35.94661,0.01,0.01
912,120.40245,35.931145,0,0
913,120.578316,35.91544,0,0
914,120.7541,35.89948,0,0
915,120.929756,35.883266,0,0
916,121.10529,35.866814,0,0
917,121.28075,35.850105,0,0
918,121.45615,35.83316,0,0
919,121.63138,35.81596,0,0
920,121.80655,35.798523,0,0
921,121.98152,35.780838,13.01,13.01
922,122.156456,35.762913,12.64,12.64
923,122.331276,35.744736,12.14,12.14
924,122.50594,35.72632,12.32,12.32
925,109.91153,36.5504,10.59,10.59
926,110.09279,36.549873,12.27,12.27
927,110.26541,36.54909,13.31,13.31
928,110.445435,36.54804,13.23,13.23
929,110.62401,36.546722,12.36,12.36
930,110.80284,36.54515,11.73,11.73
931,110.98258,36.54331,10.24,10.24
932,111.16147,36.54121,12.38,12.38
933,111.34057,36.53884,15.03,15.03
934,111.519424,36.536213,18.23,18.23
935,111.698814,36.53333,22.67,22.67
936,111.87753,36.53017,23.45,23.45
937,112.05672,36.52676,29.63,29.63
938,112.235985,36.52308,26.13,26.13
939,112.415085,36.51914,15.7,15.7
940,112.5939,36.514935,9.58,9.58
941,112.77298,36.510468,8.25,8.25
942,112.95194,36.50574,5.98,5.98
943,113.131004,36.50075,6.33,6.33
944,113.309616,36.495502,6.74,6.74
945,113.48886,36.48999,5.7,5.7
946,113.66752,36.484215,4.32,4.32
947,113.84644,36.47818,5.35,5.35
948,114.025116,36.471886,5.35,5.35
949,114.20384,36.465336,3.4,3.4
950,114.38263,36.45851,2.4,2.4
951,114.561066,36.451435,2.65,2.65
952,114.73971,36.44409,2.21,2.21
953,114.91833,36.436497,2.23,2.23
954,115.09689,36.42864,2.38,2.38
955,115.2753,36.42052,3.96,3.96
956,115.453705,36.41214,3.21,3.21
957,115.632,36.40351,2.46,2.46
958,115.810356,36.394615,1.41,1.41
959,115.98858,36.385456,1.72,1.72
960,116.166824,36.37605,2.19,2.19
961,116.34493,36.366375,2.07,2.07
962,116.52291,36.35645,3.41,3.41
963,116.70093,36.346264,4.06,4.06
964,116.87883,36.33582,4.16,4.16
965,117.05678,36.325123,4.12,4.12
966,117.23452,36.314156,3.64,3.64
967,117.4122,36.302948,3.13,3.13
968,117.589935,36.291477,2.72,2.72
969,117.76742,36.27975,2.38,2.38
970,117.944984,36.267773,2.21,2.21
971,118.12239,36.255535,0.84,0.84
972,118.29977,36.243046,0.07,0.07
973,118.477005,36.230297,0.03,0.03
974,118.65413,36.2173,0.01,0.01
975,118.83127,36.20405,0.01,0.01
976,119.00827,36.19054,0,0
977,119.185196,36.17679,0,0
978,119.36207,36.16277,0,0
979,119.5388,36.148506,0,0
980,119.7155,36.133987,0.01,0.01
981,119.89204,36.11923,0,0
982,120.06852,36.10421,0,0
983,120.24485,36.08894,0,0
984,120.421135,36.07342,0,0
985,120.59733,36.057663,0,0
986,120.77341,36.041637,0,0
987,120.94939,36.025383,0,0
988,121.12526,36.008865,0,0
989,121.300964,35.9921,0,0
990,121.47661,35.975094,0,0
991,121.65223,35.95784,0,0
992,121.82761,35.94034,12.16,12.16
993,122.002945,35.92259,11.97,11.97
994,122.17813,35.904594,11.83,11.83
995,122.35324,35.886356,11.98,11.98
996,122.52819,35.86788,12.46,12.46
997,109.90723,36.69435,12.3,12.3
998,110.08623,36.693825,13.66,13.66
999,110.26541,36.693035,13.26,13.26
1000,110.44631,36.69198,11.37,11.37
1001,110.62527,36.69067,9.51,9.51
1002,110.8043,36.68909,8.93,8.93
1003,110.98377,36.68724,10.59,10.59
1004,111.16348,36.68513,12.33,12.33
1005,111.34305,36.68276,14.2,14.2
1006,111.522255,36.680122,18.78,18.78
1007,111.701805,36.67722,20.63,20.63
1008,111.88107,36.674053,30.32,30.32
1009,112.06052,36.670624,29.44,29.44
1010,112.24018,36.666935,20.12,20.12
1011,112.41938,36.66298,12.61,12.61
1012,112.598724,36.65876,12.96,12.96
1013,112.77827,36.65428,12.88,12.88
1014,112.95757,36.64954,12.1,12.1
1015,113.13669,36.64453,8.62,8.62
1016,113.31588,36.63926,4.95,4.95
1017,113.49508,36.63373,7.26,7.26
1018,113.67419,36.62793,8.83,8.83
1019,113.85331,36.62188,9.8,9.8
1020,114.032455,36.615562,9.22,9.22
1021,114.211525,36.608982,9.3,9.3
1022,114.39057,36.602142,9.21,9.21
1023,114.56948,36.595036,5.95,5.95
1024,114.74842,36.58767,4.44,4.44
1025,114.92741,36.58004,3.5,3.5
1026,115.106186,36.57216,5.36,5.36
1027,115.28499,36.56402,5.49,5.49
1028,115.46372,36.555607,3.96,3.96
1029,115.64244,36.546944,2.91,2.91
1030,115.82101,36.538013,3.32,3.32
1031,115.999535,36.52882,3.43,3.43
1032,116.178,36.51938,3.95,3.95
1033,116.356445,36.509678,4.68,4.68
1034,116.534805,36.499714,3.8,3.8
1035,116.71315,36.489487,2.96,2.96
1036,116.89134,36.479004,2.38,2.38
1037,117.06956,36.468266,2.05,2.05
1038,117.24771,36.457275,1.73,1.73
1039,117.4258,36.446022,1.88,1.88
1040,117.6037,36.43451,1.74,1.74
1041,117.7816,36.42274,1.27,1.27
1042,117.9594,36.410717,0.56,0.56
1043,118.137146,36.39845,0.07,0.07
1044,118.31483,36.38591,0.02,0.02
1045,118.49239,36.37312,0,0
1046,118.66987,36.360077,0,0
1047,118.847275,36.346775,0,0
1048,119.024635,36.333218,0,0
1049,119.20196,36.319412,0,0
1050,119.379,36.30535,0,0
1051,119.55605,36.291042,0,0
1052,119.73303,36.276474,0,0
1053,119.9099,36.26165,0,0
1054,120.086685,36.246586,0,0
1055,120.26338,36.231266,0,0
1056,120.439926,36.21569,0,0
1057,120.61644,36.19987,0,0
1058,120.79279,36.183796,0,0
1059,120.96906,36.167473,0,0
1060,121.1452,36.150906,0,0
1061,121.32132,36.13408,0,0
1062,121.49722,36.11702,0,0
1063,121.67311,36.0997,11.56,11.56
1064,121.8488,36.082146,11.48,11.48
1065,122.02447,36.064335,11.53,11.53
1066,122.200005,36.046272,11.8,11.8
1067,122.37538,36.02797,12.39,12.39
1068,122.55062,36.009426,12.66,12.66
1069,109.90109,36.83777,14.28,14.28
1070,110.081566,36.83697,12.85,12.85
1071,110.26614,36.835926,10.66,10.66
1072,110.44631,36.834606,8.84,8.84
1073,110.6262,36.83301,8.47,8.47
1074,110.805756,36.831165,9.53,9.53
1075,110.98537,36.829044,11.5,11.5
1076,111.166176,36.826664,12.64,12.64
1077,111.345085,36.824017,14.69,14.69
1078,111.525215,36.821114,17.31,17.31
1079,111.704796,36.817936,29.27,29.27
1080,111.884605,36.814495,32.21,32.21
1081,112.06441,36.810787,25.24,25.24
1082,112.243935,36.806816,17.69,17.69
1083,112.423744,36.802586,16.99,16.99
1084,112.603615,36.798088,18.23,18.23
1085,112.78305,36.79333,19.46,19.46
1086,112.96293,36.7883,15.9,15.9
1087,113.142365,36.783012,9.64,9.64
1088,113.3219,36.777466,11.66,11.66
1089,113.50135,36.77164,10.62,10.62
1090,113.681,36.76557,10.28,10.28
1091,113.86052,36.75923,10.13,10.13
1092,114.03988,36.75263,10.26,10.26
1093,114.21919,36.74576,10.67,10.67
1094,114.3986,36.738632,9.93,9.93
1095,114.57796,36.731243,9.08,9.08
1096,114.75725,36.72359,7.65,7.65
1097,114.93634,36.715675,5.51,5.51
1098,115.11546,36.7075,5.46,5.46
1099,115.29458,36.699066,5.13,5.13
1100,115.47368,36.69037,5.13,5.13
1101,115.65267,36.681408,4.79,4.79
1102,115.831635,36.672184,4.64,4.64
1103,116.01047,36.66271,3.97,3.97
1104,116.189255,36.652966,3.3,3.3
1105,116.368095,36.642967,2.62,2.62
1106,116.54677,36.63271,1.8,1.8
1107,116.72541,36.622192,1.18,1.18
1108,116.90397,36.611412,0.92,0.92
1109,117.08247,36.60038,0.94,0.94
1110,117.26091,36.589092,1.1,1.1
1111,117.439316,36.577534,1.22,1.22
1112,117.61758,36.56573,0.89,0.89
1113,117.79577,36.55366,0.48,0.48
1114,117.97396,36.54134,0.13,0.13
1115,118.15197,36.528763,0.03,0.03
1116,118.32995,36.51593,0.01,0.01
1117,118.507805,36.50284,0,0
1118,118.68567,36.48949,0,0
1119,118.863335,36.47589,0,0
1120,119.041016,36.462032,0,0
1121,119.21858,36.447926,0,0
1122,119.39604,36.43356,0,0
1123,119.57338,36.418945,0,0
1124,119.75069,36.40407,0,0
1125,119.927895,36.388954,0,0
1126,120.10492,36.373573,0,0
1127,120.281975,36.357944,0,0
1128,120.45883,36.34207,0,0
1129,120.63563,36.32594,0,0
1130,120.81233,36.309563,0,0
1131,120.98891,36.292934,0,0
1132,121.165344,36.27606,0,0
1133,121.34174,36.258926,0,0
1134,121.518005,36.24155,11.13,11.13
1135,121.694176,36.223927,11.05,11.05
1136,121.8702,36.206055,11.12,11.12
1137,122.04609,36.18794,11.52,11.52
1138,122.22193,36.169575,12.02,12.02
1139,122.39757,36.150963,12.46,12.46
1140,122.57315,36.132103,13.16,13.16
1141,109.903076,36.980923,13.42,13.42
1142,110.08847,36.979855,12.17,12.17
1143,110.26541,36.97853,10.45,10.45
1144,110.44719,36.976936,9.71,9.71
1145,110.62745,36.975082,9.91,9.91
1146,110.80746,36.972958,11.41,11.41
1147,110.98735,36.970566,12.33,12.33
1148,111.16785,36.967907,13.35,13.35
1149,111.3477,36.964985,16.13,16.13
1150,111.5279,36.9618,26.44,26.44
1151,111.708,36.958347,33.19,33.19
1152,111.88803,36.954636,28.03,28.03
1153,112.06829,36.950645,21.13,21.13
1154,112.24829,36.9464,21.88,21.88
1155,112.42834,36.941883,20.75,20.75
1156,112.60812,36.93711,20.9,20.9
1157,112.78839,36.932068,19.38,19.38
1158,112.96808,36.926758,14.39,14.39
1159,113.14822,36.921192,11.89,11.89
1160,113.3282,36.915356,10.07,10.07
1161,113.507996,36.909252,10.26,10.26
1162,113.68786,36.90289,10.64,10.64
1163,113.86757,36.896263,10.32,10.32
1164,114.04724,36.889374,11.07,11.07
1165,114.22698,36.88222,11.83,11.83
1166,114.40669,36.874805,10.45,10.45
1167,114.586334,36.86712,5.16,5.16
1168,114.76584,36.859184,4.79,4.79
1169,114.94538,36.850975,4.64,4.64
1170,115.124916,36.84251,4.03,4.03
1171,115.30445,36.833782,3.94,3.94
1172,115.483734,36.824795,3.76,3.76
1173,115.662994,36.81554,3.26,3.26
1174,115.842316,36.80603,3.06,3.06
1175,116.021484,36.796257,2.86,2.86
1176,116.20062,36.786217,2.28,2.28
1177,116.37975,36.77592,1.3,1.3
1178,116.5588,36.765366,0.71,0.71
1179,116.73773,36.754555,0.56,0.56
1180,116.916626,36.743477,0.51,0.51
1181,117.095505,36.732147,0.49,0.49
1182,117.27422,36.720554,0.5,0.5
1183,117.45286,36.708706,0.62,0.62
1184,117.6315,36.696598,0.34,0.34
1185,117.81005,36.68423,0.15,0.15
1186,117.98845,36.671608,0.06,0.06
1187,118.166916,36.658726,0.03,0.03
1188,118.34516,36.645596,0.01,0.01
1189,118.5234,36.6322,0,0
1190,118.701485,36.61855,0,0
1191,118.87956,36.604645,0,0
1192,119.05745,36.59049,0,0
1193,119.235405,36.576065,0,0
1194,119.413155,36.5614,0,0
1195,119.590836,36.54648,0,0
1196,119.7684,36.531303,0,0
1197,119.94592,36.515877,0,0
1198,120.12332,36.50019,0,0
1199,120.30064,36.484257,0,0
1200,120.4778,36.46808,0,0
1201,120.65492,36.451633,0,0
1202,120.83194,36.43495,0,0
1203,121.0088,36.41801,0,0
1204,121.18561,36.400826,0,0
1205,121.36229,36.383385,10.87,10.87
1206,121.53885,36.365704,10.84,10.84
1207,121.7153,36.347775,10.95,10.95
1208,121.891655,36.329586,11.37,11.37
1209,122.06788,36.31116,11.85,11.85
1210,122.24394,36.292484,11.96,11.96
1211,122.41997,36.273556,12.6,12.6
1212,122.59585,36.254395,16.32,16.32
1213,109.903076,37.123787,14.34,14.34
1214,110.08847,37.122456,11.44,11.44
1215,110.26688,37.12085,10.93,10.93
1216,110.44806,37.118996,11.18,11.18
1217,110.62869,37.116863,12.77,12.77
1218,110.808426,37.114456,12.02,12.02
1219,110.98893,37.111797,12.21,12.21
1220,111.16969,37.108864,14.8,14.8
1221,111.35031,37.105667,21.9,21.9
1222,111.530594,37.102203,32.32,32.32
1223,111.71121,37.098465,28.37,28.37
1224,111.891556,37.094467,22.26,22.26
1225,112.072075,37.09021,24.05,24.05
1226,112.25247,37.085674,22.82,22.82
1227,112.432686,37.080887,22.34,22.34
1228,112.61307,37.075825,20.64,20.64
1229,112.79344,37.0705,15.18,15.18
1230,112.973816,37.064903,12.34,12.34
1231,113.15405,37.059055,10.44,10.44
1232,113.33414,37.052925,10.16,10.16
1233,113.514465,37.046543,11.33,11.33
1234,113.69465,37.039898,11.64,11.64
1235,113.874695,37.032974,11.96,11.96
1236,114.05473,37.0258,11,11
1237,114.23485,37.01836,5.19,5.19
1238,114.41491,37.010647,4.77,4.77
1239,114.59474,37.00268,4.17,4.17
1240,114.77471,36.994442,3.68,3.68
1241,114.95453,36.98595,3.38,3.38
1242,115.13439,36.97719,2.97,2.97
1243,115.31412,36.96817,2.58,2.58
1244,115.493805,36.958885,2.27,2.27
1245,115.67351,36.94934,2.06,2.06
1246,115.85311,36.93953,2.12,2.12
1247,116.03264,36.929462,1.85,1.85
1248,116.21212,36.919125,1.08,1.08
1249,116.39151,36.90853,0.66,0.66
1250,116.57084,36.897686,0.54,0.54
1251,116.75018,36.88657,0.45,0.45
1252,116.929344,36.875195,0.36,0.36
1253,117.10852,36.863567,0.32,0.32
1254,117.28761,36.851673,0.29,0.29
1255,117.46654,36.83952,0.23,0.23
1256,117.6455,36.82711,0.24,0.24
1257,117.82436,36.81444,0.11,0.11
1258,118.00313,36.801517,0.06,0.06
1259,118.1818,36.788334,0.03,0.03
1260,118.36044,36.774895,0.01,0.01
1261,118.53903,36.761196,0,0
1262,118.71745,36.747242,0,0
1263,118.89579,36.733036,0,0
1264,119.07405,36.71857,0,0
1265,119.252304,36.703854,0,0
1266,119.430405,36.688877,0,0
1267,119.60839,36.67364,0,0
1268,119.786255,36.658157,0,0
1269,119.964096,36.64242,0,0
1270,120.14174,36.62643,0,0
1271,120.319336,36.61019,0,0
1272,120.496895,36.593697,0,0
1273,120.674324,36.57695,0,0
1274,120.851654,36.559956,0,0
1275,121.028824,36.54271,0.01,0.01
1276,121.20598,36.525208,10.65,10.65
1277,121.38293,36.507465,10.81,10.81
1278,121.55977,36.489468,10.92,10.92
1279,121.73656,36.47122,11.3,11.3
1280,121.91321,36.45273,11.48,11.48
1281,122.089714,36.433987,11.99,11.99
1282,122.26614,36.415,12.85,12.85
1283,122.44246,36.395763,15.93,15.93
1284,122.618645,36.37628,17.65,17.65
1285,109.903076,37.2677,12.54,12.54
1286,110.08623,37.266365,11.9,11.9
1287,110.26761,37.264763,12.11,12.11
